t,mode,lf_0,lf_1,lf_2,rf_0,rf_1,rf_2,lb_0,lb_1,lb_2,rb_0,rb_1,rb_2,lf_fx,lf_fy,lf_fz,rf_fx,rf_fy,rf_fz,lb_fx,lb_fy,lb_fz,rb_fx,rb_fy,rb_fz
21435.7,1,0.0589481,0.946754,-0.183921,-0.0585696,-0.901121,0.133519,-0.0593816,0.905292,-0.195959,0.0589788,-0.899572,0.184992,0,0,-21.6525,0,0,-19.8997,0,0,-30.1003,0,0,-28.3475
21439.6,1,0.0589339,0.946535,-0.183523,-0.0585568,-0.90092,0.133153,-0.0593647,0.905049,-0.195493,0.0589641,-0.899355,0.184575,0,0,-21.5623,0,0,-19.9916,0,0,-30.0084,0,0,-28.4377
21443.6,1,0.0589183,0.946294,-0.183084,-0.0585453,-0.900738,0.132822,-0.0593474,0.9048,-0.195017,0.0589508,-0.899159,0.184199,0,0,-20.9881,0,0,-20.5851,0,0,-29.4149,0,0,-29.0119
21447.7,1,0.0589031,0.946057,-0.182653,-0.0585333,-0.900548,0.132476,-0.0593316,0.904571,-0.194578,0.0589372,-0.89896,0.183818,0,0,-20.8595,0,0,-20.7109,0,0,-29.2891,0,0,-29.1405
21451.7,1,0.0588895,0.945846,-0.18227,-0.0585195,-0.900332,0.132083,-0.0593175,0.904366,-0.194186,0.0589219,-0.898736,0.183389,0,0,-21.3337,0,0,-20.2419,0,0,-29.7581,0,0,-28.6663
21455.5,1,0.058876,0.945635,-0.181887,-0.0585058,-0.900115,0.131689,-0.0593033,0.904162,-0.193794,0.0589067,-0.898512,0.18296,0,0,-21.6694,0,0,-19.9035,0,0,-30.0965,0,0,-28.3306
21459.4,1,0.0588607,0.945398,-0.181456,-0.0584938,-0.899925,0.131343,-0.0592874,0.903932,-0.193354,0.0588932,-0.898313,0.182578,0,0,-21.3557,0,0,-20.2176,0,0,-29.7824,0,0,-28.6443
21463.5,1,0.0588454,0.945161,-0.181025,-0.0584823,-0.899743,0.131011,-0.0592716,0.903703,-0.192915,0.0588803,-0.898121,0.182212,0,0,-20.8878,0,0,-20.7011,0,0,-29.2989,0,0,-29.1122
21467.5,1,0.0588319,0.94495,-0.180641,-0.0584695,-0.899542,0.130644,-0.0592575,0.903498,-0.192523,0.0588661,-0.897912,0.181812,0,0,-20.9457,0,0,-20.6451,0,0,-29.3549,0,0,-29.0543
21471.5,1,0.0588201,0.944765,-0.180305,-0.058455,-0.899314,0.13023,-0.0592451,0.903318,-0.192178,0.0588504,-0.897682,0.181371,0,0,-21.4161,0,0,-20.1868,0,0,-29.8132,0,0,-28.5839
21475.4,1,0.0588083,0.944581,-0.17997,-0.0584406,-0.899086,0.129815,-0.0592327,0.903138,-0.191834,0.0588351,-0.897456,0.180937,0,0,-21.6189,0,0,-19.9841,0,0,-30.0159,0,0,-28.3811
21479.5,1,0.0587947,0.94437,-0.179587,-0.0584279,-0.898884,0.129447,-0.0592186,0.902934,-0.191442,0.0588215,-0.897254,0.18055,0,0,-21.2834,0,0,-20.3172,0,0,-29.6828,0,0,-28.7166
21483.6,1,0.0587808,0.944155,-0.179194,-0.058416,-0.898694,0.129102,-0.0592043,0.902727,-0.191045,0.0588083,-0.89706,0.180178,0,0,-20.9104,0,0,-20.7023,0,0,-29.2977,0,0,-29.0896
21487.5,1,0.0587684,0.94396,-0.178841,-0.058403,-0.89849,0.128729,-0.0591917,0.902542,-0.190692,0.0587939,-0.896847,0.17977,0,0,-21.0246,0,0,-20.5886,0,0,-29.4114,0,0,-28.9754
21491.4,1,0.0587569,0.94378,-0.178514,-0.0583893,-0.898273,0.128333,-0.0591797,0.902367,-0.190357,0.0587792,-0.89663,0.179354,0,0,-21.4564,0,0,-20.1687,0,0,-29.8313,0,0,-28.5436
21495.4,1,0.0587446,0.943588,-0.178164,-0.0583765,-0.89807,0.127964,-0.0591666,0.902177,-0.189993,0.0587659,-0.896433,0.178976,0,0,-21.5675,0,0,-20.0575,0,0,-29.9425,0,0,-28.4325
21499.4,1,0.0587306,0.94337,-0.177767,-0.0583655,-0.897893,0.127642,-0.0591517,0.901962,-0.18958,0.0587544,-0.896261,0.178647,0,0,-21.1876,0,0,-20.435,0,0,-29.565,0,0,-28.8124
21503.5,1,0.0587166,0.943152,-0.17737,-0.0583543,-0.897716,0.12732,-0.0591369,0.901746,-0.189168,0.0587428,-0.896089,0.178317,0,0,-20.9618,0,0,-20.672,0,0,-29.328,0,0,-29.0382
21507.5,1,0.0587044,0.942959,-0.17702,-0.0583415,-0.897514,0.126951,-0.0591239,0.901556,-0.188803,0.0587295,-0.895892,0.17794,0,0,-21.1296,0,0,-20.5065,0,0,-29.4935,0,0,-28.8704
21511.5,1,0.0586924,0.942771,-0.176678,-0.0583287,-0.89731,0.126581,-0.0591113,0.901372,-0.18845,0.0587162,-0.895695,0.177562,0,0,-21.4142,0,0,-20.2341,0,0,-29.7659,0,0,-28.5858
21515.5,1,0.0586789,0.942561,-0.176295,-0.0583177,-0.897134,0.126259,-0.0590974,0.901169,-0.188063,0.0587046,-0.895523,0.177232,0,0,-21.5183,0,0,-20.1291,0,0,-29.8709,0,0,-28.4817
21519.4,1,0.0586637,0.942324,-0.175864,-0.0583083,-0.896984,0.125985,-0.0590817,0.900942,-0.187627,0.0586948,-0.895375,0.176951,0,0,-21.1008,0,0,-20.5422,0,0,-29.4578,0,0,-28.8992
21523.4,1,0.0586486,0.942087,-0.175432,-0.0582989,-0.896834,0.125712,-0.0590662,0.900714,-0.187191,0.0586849,-0.895229,0.176669,0,0,-20.9448,0,0,-20.7085,0,0,-29.2915,0,0,-29.0552
21527.4,1,0.0586352,0.941876,-0.175049,-0.0582877,-0.896657,0.125391,-0.0590523,0.900511,-0.186802,0.0586733,-0.895057,0.17634,0,0,-21.1835,0,0,-20.471,0,0,-29.529,0,0,-28.8165
21531.4,1,0.0586228,0.941681,-0.174694,-0.0582764,-0.896476,0.125061,-0.0590392,0.900319,-0.186433,0.0586616,-0.894883,0.176006,0,0,-21.5548,0,0,-20.1112,0,0,-29.8888,0,0,-28.4452
21535.4,1,0.0586098,0.941476,-0.174321,-0.0582665,-0.896318,0.124772,-0.059025,0.900111,-0.186036,0.0586515,-0.894732,0.175718,0,0,-21.6103,0,0,-20.0562,0,0,-29.9438,0,0,-28.3897
21539.5,1,0.058595,0.941245,-0.1739,-0.0582583,-0.896185,0.124531,-0.0590091,0.899879,-0.185591,0.0586432,-0.894607,0.175477,0,0,-21.2196,0,0,-20.4434,0,0,-29.5566,0,0,-28.7804
21543.4,1,0.0585803,0.941014,-0.173479,-0.05825,-0.896053,0.124291,-0.0589932,0.899646,-0.185145,0.0586347,-0.894481,0.175237,0,0,-20.8992,0,0,-20.7738,0,0,-29.2262,0,0,-29.1008
21547.4,1,0.0585673,0.940808,-0.173106,-0.05824,-0.895895,0.124002,-0.0589791,0.899439,-0.184747,0.0586246,-0.894331,0.174948,0,0,-21.1782,0,0,-20.4985,0,0,-29.5015,0,0,-28.8218
21551.3,1,0.0585552,0.940617,-0.172758,-0.0582292,-0.895723,0.123688,-0.058966,0.899246,-0.184379,0.0586139,-0.894171,0.174643,0,0,-21.4896,0,0,-20.1988,0,0,-29.8012,0,0,-28.5104
21555.3,1,0.0585422,0.940413,-0.172387,-0.0582193,-0.895564,0.123399,-0.0589522,0.899044,-0.183991,0.0586043,-0.894028,0.174369,0,0,-21.6316,0,0,-20.058,0,0,-29.942,0,0,-28.3684
21559.4,1,0.0585276,0.940183,-0.171967,-0.058211,-0.895431,0.123157,-0.0589367,0.898817,-0.183556,0.0585965,-0.89391,0.174143,0,0,-21.2967,0,0,-20.3875,0,0,-29.6125,0,0,-28.7033
21563.4,1,0.058513,0.939953,-0.171548,-0.0582028,-0.895299,0.122916,-0.0589213,0.898589,-0.18312,0.0585886,-0.893793,0.173917,0,0,-20.8319,0,0,-20.8592,0,0,-29.1408,0,0,-29.1681
21567.3,1,0.0585001,0.939749,-0.171177,-0.0581928,-0.89514,0.122626,-0.0589075,0.898387,-0.182732,0.058579,-0.89365,0.173644,0,0,-20.8784,0,0,-20.8129,0,0,-29.1871,0,0,-29.1216
21571.4,1,0.0584889,0.939571,-0.170853,-0.0581813,-0.894957,0.122293,-0.0588956,0.898209,-0.182392,0.0585677,-0.893482,0.173322,0,0,-21.4937,0,0,-20.208,0,0,-29.792,0,0,-28.5063
21575.4,1,0.0584777,0.939394,-0.17053,-0.0581701,-0.894777,0.121965,-0.0588835,0.898032,-0.182052,0.0585564,-0.893314,0.172999,0,0,-21.6991,0,0,-20.0035,0,0,-29.9965,0,0,-28.3009
21579.6,1,0.0584647,0.93919,-0.170159,-0.0581605,-0.894624,0.121686,-0.0588697,0.897829,-0.181664,0.0585469,-0.89317,0.172725,0,0,-21.4122,0,0,-20.2911,0,0,-29.7089,0,0,-28.5878
21583.5,1,0.0584516,0.938983,-0.169782,-0.0581517,-0.894481,0.121426,-0.058856,0.897627,-0.181276,0.0585376,-0.893031,0.172458,0,0,-20.8851,0,0,-20.8276,0,0,-29.1724,0,0,-29.1149
21587.4,1,0.0584401,0.938799,-0.169447,-0.0581417,-0.894323,0.121137,-0.058844,0.897449,-0.180936,0.0585268,-0.892871,0.17215,0,0,-20.7794,0,0,-20.9336,0,0,-29.0664,0,0,-29.2206
21591.4,1,0.0584302,0.938642,-0.169161,-0.0581301,-0.894138,0.1208,-0.0588338,0.897297,-0.180644,0.0585144,-0.892685,0.171794,0,0,-21.3672,0,0,-20.355,0,0,-29.645,0,0,-28.6328
21595.4,1,0.0584203,0.938485,-0.168875,-0.0581186,-0.893953,0.120462,-0.0588234,0.897144,-0.180352,0.058502,-0.892499,0.171438,0,0,-21.7323,0,0,-19.9904,0,0,-30.0096,0,0,-28.2677
21599.4,1,0.0584086,0.938301,-0.16854,-0.0581088,-0.893794,0.120173,-0.0588114,0.896967,-0.180012,0.0584913,-0.892338,0.17113,0,0,-21.4799,0,0,-20.2426,0,0,-29.7574,0,0,-28.5201
21603.3,1,0.0583953,0.938091,-0.168158,-0.0581006,-0.893662,0.119932,-0.0587976,0.896764,-0.179624,0.0584823,-0.892203,0.17087,0,0,-20.8624,0,0,-20.8695,0,0,-29.1305,0,0,-29.1376
21607.6,1,0.0583821,0.937881,-0.167775,-0.0580924,-0.89353,0.119692,-0.0587839,0.896562,-0.179235,0.0584733,-0.892067,0.17061,0,0,-20.7317,0,0,-21.001,0,0,-28.999,0,0,-29.2683
21611.6,1,0.0583705,0.937697,-0.16744,-0.0580825,-0.893372,0.119403,-0.058772,0.896384,-0.178895,0.0584625,-0.891907,0.170302,0,0,-21.0828,0,0,-20.6609,0,0,-29.3391,0,0,-28.9172
21615.6,1,0.0583591,0.937515,-0.167108,-0.0580726,-0.893213,0.119114,-0.05876,0.896206,-0.178554,0.0584518,-0.891746,0.169994,0,0,-21.6512,0,0,-20.0932,0,0,-29.9068,0,0,-28.3488
21619.6,1,0.058346,0.937308,-0.166732,-0.0580645,-0.893081,0.118873,-0.0587463,0.896004,-0.178166,0.0584429,-0.89161,0.169734,0,0,-21.6353,0,0,-20.108,0,0,-29.892,0,0,-28.3647
21623.5,1,0.058333,0.937101,-0.166355,-0.0580567,-0.892956,0.118646,-0.0587326,0.895801,-0.177777,0.0584344,-0.891482,0.169489,0,0,-20.9893,0,0,-20.7632,0,0,-29.2368,0,0,-29.0107
21627.5,1,0.0583217,0.936921,-0.166026,-0.0580478,-0.892813,0.118384,-0.0587207,0.895623,-0.177437,0.0584246,-0.891336,0.169209,0,0,-20.6546,0,0,-21.0976,0,0,-28.9024,0,0,-29.3454
21631.5,1,0.0583121,0.936767,-0.165746,-0.0580371,-0.892642,0.118073,-0.0587104,0.89547,-0.177144,0.0584132,-0.891165,0.168882,0,0,-21.1389,0,0,-20.6194,0,0,-29.3806,0,0,-28.8611
21635.5,1,0.0583025,0.936613,-0.165466,-0.0580266,-0.892472,0.117763,-0.0587002,0.895318,-0.176851,0.0584019,-0.890994,0.168554,0,0,-21.7428,0,0,-20.016,0,0,-29.984,0,0,-28.2572
21639.5,1,0.0582911,0.936433,-0.165138,-0.0580177,-0.892328,0.1175,-0.0586882,0.89514,-0.176511,0.0583922,-0.890848,0.168274,0,0,-21.6807,0,0,-20.0791,0,0,-29.9209,0,0,-28.3193
21643.4,1,0.0582781,0.936226,-0.164761,-0.0580105,-0.892211,0.117286,-0.0586745,0.894937,-0.176122,0.0583843,-0.890728,0.168043,0,0,-20.9669,0,0,-20.803,0,0,-29.197,0,0,-29.0331
21647.5,1,0.0582651,0.936019,-0.164384,-0.0580032,-0.892093,0.117072,-0.0586608,0.894734,-0.175733,0.0583763,-0.890607,0.167811,0,0,-20.6653,0,0,-21.1062,0,0,-28.8938,0,0,-29.3347
21651.5,1,0.0582538,0.935839,-0.164055,-0.0579942,-0.89195,0.11681,-0.0586489,0.894556,-0.175392,0.0583665,-0.890461,0.167532,0,0,-21.0088,0,0,-20.7746,0,0,-29.2254,0,0,-28.9912
21655.4,1,0.0582441,0.935683,-0.163771,-0.0579841,-0.891787,0.116514,-0.0586387,0.894403,-0.175098,0.0583565,-0.890309,0.167241,0,0,-21.6957,0,0,-20.0886,0,0,-29.9114,0,0,-28.3043
21659.4,1,0.0582342,0.935525,-0.163484,-0.0579746,-0.891633,0.116233,-0.0586284,0.894249,-0.174804,0.0583477,-0.890177,0.166987,0,0,-21.7221,0,0,-20.0611,0,0,-29.9389,0,0,-28.2779
21663.4,1,0.0582227,0.935341,-0.163149,-0.0579668,-0.891505,0.116,-0.0586163,0.894071,-0.174461,0.0583407,-0.890069,0.166781,0,0,-21.2521,0,0,-20.5265,0,0,-29.4735,0,0,-28.7479
21667.6,1,0.0582111,0.935157,-0.162813,-0.0579589,-0.891378,0.115767,-0.0586044,0.893892,-0.174119,0.0583336,-0.889962,0.166575,0,0,-20.661,0,0,-21.1103,0,0,-28.8897,0,0,-29.339
21671.5,1,0.0582013,0.935,-0.162526,-0.0579493,-0.891223,0.115486,-0.0585941,0.893738,-0.173824,0.0583248,-0.88983,0.166321,0,0,-20.7615,0,0,-21.0169,0,0,-28.9831,0,0,-29.2385
21675.4,1,0.0581932,0.934868,-0.162287,-0.057938,-0.891043,0.115156,-0.0585856,0.893609,-0.173577,0.0583143,-0.889672,0.166019,0,0,-21.5705,0,0,-20.2146,0,0,-29.7854,0,0,-28.4295
21679.4,1,0.058185,0.934737,-0.162048,-0.0579268,-0.890862,0.114826,-0.0585769,0.893481,-0.173331,0.0583038,-0.889514,0.165717,0,0,-21.8211,0,0,-19.9693,0,0,-30.0307,0,0,-28.1789
21683.5,1,0.0581751,0.93458,-0.161761,-0.0579173,-0.890707,0.114544,-0.0585666,0.893327,-0.173036,0.0582951,-0.889382,0.165462,0,0,-21.4592,0,0,-20.3392,0,0,-29.6608,0,0,-28.5408
21687.4,1,0.0581645,0.93441,-0.161451,-0.057909,-0.890571,0.114295,-0.0585563,0.893173,-0.172742,0.0582867,-0.889254,0.165217,0,0,-20.7023,0,0,-21.0966,0,0,-28.9034,0,0,-29.2977
21691.3,1,0.0581547,0.934253,-0.161166,-0.0579,-0.890426,0.114031,-0.0585478,0.893044,-0.172495,0.0582769,-0.889106,0.164933,0,0,-20.6816,0,0,-21.1243,0,0,-28.8757,0,0,-29.3184
21695.3,1,0.0581467,0.934123,-0.160929,-0.0578894,-0.890255,0.113718,-0.0585409,0.892941,-0.172296,0.0582654,-0.888932,0.164601,0,0,-21.4227,0,0,-20.38,0,0,-29.62,0,0,-28.5773
21699.3,1,0.0581386,0.933994,-0.160693,-0.0578788,-0.890083,0.113405,-0.058534,0.892837,-0.172098,0.0582539,-0.888759,0.164268,0,0,-21.8675,0,0,-19.9334,0,0,-30.0666,0,0,-28.1325
21703.3,1,0.0581288,0.933838,-0.160408,-0.0578699,-0.889938,0.113141,-0.0585254,0.892709,-0.171852,0.0582442,-0.88861,0.163984,0,0,-21.6196,0,0,-20.1871,0,0,-29.8129,0,0,-28.3804
21707.4,1,0.0581174,0.933655,-0.160074,-0.0578627,-0.88982,0.112925,-0.0585151,0.892555,-0.171557,0.0582361,-0.888487,0.163748,0,0,-20.7784,0,0,-21.0277,0,0,-28.9723,0,0,-29.2216
21711.3,1,0.058106,0.933472,-0.159741,-0.0578554,-0.889701,0.112709,-0.0585048,0.892401,-0.171262,0.058228,-0.888364,0.163512,0,0,-20.6028,0,0,-21.2107,0,0,-28.7893,0,0,-29.3972
21715.2,1,0.0580963,0.933315,-0.159455,-0.0578464,-0.889557,0.112445,-0.0584963,0.892272,-0.171015,0.0582182,-0.888216,0.163228,0,0,-21.21,0,0,-20.6057,0,0,-29.3943,0,0,-28.79
21719.3,1,0.0580866,0.933159,-0.15917,-0.0578375,-0.889412,0.112181,-0.0584877,0.892144,-0.170769,0.0582084,-0.888068,0.162944,0,0,-21.7695,0,0,-20.0473,0,0,-29.9527,0,0,-28.2305
21723.3,1,0.0580751,0.932976,-0.158837,-0.0578303,-0.889293,0.111965,-0.0584774,0.89199,-0.170474,0.0582004,-0.887945,0.162707,0,0,-21.7043,0,0,-20.1185,0,0,-29.8815,0,0,-28.2957
21727.3,1,0.058062,0.932766,-0.158455,-0.0578247,-0.889202,0.111797,-0.0584654,0.891811,-0.170131,0.058194,-0.887847,0.16252,0,0,-20.9063,0,0,-20.9148,0,0,-29.0852,0,0,-29.0937
21731.3,1,0.058049,0.932556,-0.158072,-0.0578191,-0.88911,0.11163,-0.0584535,0.891632,-0.169787,0.0581876,-0.887749,0.162332,0,0,-20.549,0,0,-21.2776,0,0,-28.7224,0,0,-29.451
21735.4,1,0.0580377,0.932373,-0.157738,-0.0578118,-0.888992,0.111415,-0.0584433,0.891478,-0.169492,0.0581794,-0.887626,0.162097,0,0,-20.9601,0,0,-20.8669,0,0,-29.1331,0,0,-29.0399
21739.3,1,0.058028,0.932216,-0.157452,-0.0578028,-0.888847,0.111151,-0.0584343,0.891343,-0.169233,0.0581708,-0.887495,0.161845,0,0,-21.6858,0,0,-20.1416,0,0,-29.8584,0,0,-28.3142
21743.2,1,0.0580183,0.93206,-0.157167,-0.0577939,-0.888703,0.110887,-0.058425,0.891202,-0.168963,0.0581634,-0.887381,0.161626,0,0,-21.8234,0,0,-20.0098,0,0,-29.9902,0,0,-28.1766
21747.3,1,0.0580069,0.931877,-0.156833,-0.0577867,-0.888584,0.110671,-0.0584139,0.891036,-0.168644,0.0581576,-0.887292,0.161456,0,0,-21.2202,0,0,-20.6031,0,0,-29.3969,0,0,-28.7798
21751.3,1,0.0579956,0.931694,-0.156499,-0.0577795,-0.888467,0.110456,-0.0584028,0.890869,-0.168326,0.0581518,-0.887203,0.161286,0,0,-20.5581,0,0,-21.2635,0,0,-28.7365,0,0,-29.4419
21755.3,1,0.0579859,0.931537,-0.156213,-0.0577706,-0.888322,0.110192,-0.0583935,0.890728,-0.168055,0.0581442,-0.887089,0.161068,0,0,-20.7675,0,0,-21.0556,0,0,-28.9444,0,0,-29.2325
21759.3,1,0.0579779,0.931407,-0.155976,-0.05776,-0.888151,0.109879,-0.0583859,0.890612,-0.167833,0.058135,-0.88695,0.160801,0,0,-21.6533,0,0,-20.1743,0,0,-29.8257,0,0,-28.3467
21763.2,1,0.0579699,0.931277,-0.155739,-0.0577495,-0.887979,0.109566,-0.0583782,0.890496,-0.16761,0.0581259,-0.886811,0.160534,0,0,-21.8899,0,0,-19.943,0,0,-30.057,0,0,-28.1101
21767.5,1,0.0579601,0.93112,-0.155453,-0.0577407,-0.887834,0.109302,-0.0583688,0.890355,-0.16734,0.0581185,-0.886697,0.160315,0,0,-21.4009,0,0,-20.4329,0,0,-29.5671,0,0,-28.5991
21771.4,1,0.0579504,0.930964,-0.155168,-0.0577318,-0.887689,0.109038,-0.0583594,0.890214,-0.16707,0.058111,-0.886583,0.160096,0,0,-20.6133,0,0,-21.2233,0,0,-28.7767,0,0,-29.3867
21775.4,1,0.0579425,0.930834,-0.15493,-0.0577212,-0.887518,0.108725,-0.0583518,0.890098,-0.166847,0.0581018,-0.886443,0.159829,0,0,-20.6734,0,0,-21.1632,0,0,-28.8368,0,0,-29.3266
21779.3,1,0.0579361,0.93073,-0.154742,-0.0577091,-0.88732,0.108363,-0.0583458,0.890007,-0.166673,0.058091,-0.886279,0.159513,0,0,-21.5659,0,0,-20.2707,0,0,-29.7293,0,0,-28.4341
21783.3,1,0.0579297,0.930627,-0.154553,-0.0576969,-0.887122,0.108001,-0.0583398,0.889916,-0.166499,0.0580802,-0.886114,0.159198,0,0,-21.9479,0,0,-19.891,0,0,-30.109,0,0,-28.0521
21787.3,1,0.0579217,0.930497,-0.154316,-0.0576865,-0.88695,0.107688,-0.0583321,0.889801,-0.166277,0.0580711,-0.885975,0.15893,0,0,-21.4378,0,0,-20.3991,0,0,-29.6009,0,0,-28.5622
21791.4,1,0.0579128,0.930354,-0.154055,-0.0576777,-0.886805,0.107423,-0.0583237,0.889673,-0.166033,0.058063,-0.88585,0.158691,0,0,-20.7716,0,0,-21.0666,0,0,-28.9334,0,0,-29.2284
21795.3,1,0.0579049,0.930225,-0.153819,-0.0576688,-0.88666,0.107158,-0.0583161,0.889559,-0.165814,0.0580542,-0.885715,0.158432,0,0,-20.6565,0,0,-21.1817,0,0,-28.8183,0,0,-29.3435
21799.4,1,0.0578986,0.930122,-0.153632,-0.0576583,-0.886488,0.106845,-0.0583103,0.88947,-0.165644,0.0580436,-0.885554,0.158124,0,0,-21.3879,0,0,-20.4541,0,0,-29.5459,0,0,-28.6121
21803.3,1,0.0578922,0.930019,-0.153445,-0.0576478,-0.886317,0.106532,-0.0583045,0.889382,-0.165474,0.0580331,-0.885394,0.157816,0,0,-21.9034,0,0,-19.9448,0,0,-30.0552,0,0,-28.0966
21807.3,1,0.0578842,0.92989,-0.153209,-0.057639,-0.886172,0.106267,-0.0582969,0.889268,-0.165255,0.0580244,-0.885258,0.157557,0,0,-21.5911,0,0,-20.2587,0,0,-29.7413,0,0,-28.4089
21811.5,1,0.0578745,0.929734,-0.152924,-0.0576319,-0.886053,0.106051,-0.0582876,0.889129,-0.164989,0.0580172,-0.885148,0.157346,0,0,-20.8293,0,0,-21.0251,0,0,-28.9749,0,0,-29.1707
21815.4,1,0.0578649,0.929578,-0.15264,-0.0576247,-0.885935,0.105835,-0.0582784,0.888989,-0.164722,0.0580101,-0.885038,0.157135,0,0,-20.6605,0,0,-21.1943,0,0,-28.8057,0,0,-29.3395
21819.3,1,0.057857,0.929448,-0.152403,-0.0576158,-0.88579,0.105571,-0.058271,0.888875,-0.164503,0.0580012,-0.884903,0.156876,0,0,-21.1345,0,0,-20.721,0,0,-29.279,0,0,-28.8655
21823.3,1,0.057849,0.929319,-0.152167,-0.057607,-0.885645,0.105306,-0.0582635,0.888761,-0.164284,0.0579924,-0.884768,0.156616,0,0,-21.7536,0,0,-20.1074,0,0,-29.8926,0,0,-28.2464
21827.4,1,0.0578394,0.929163,-0.151882,-0.0575998,-0.885527,0.10509,-0.0582542,0.888622,-0.164017,0.0579853,-0.884658,0.156405,0,0,-21.754,0,0,-20.1059,0,0,-29.8941,0,0,-28.246
21831.4,1,0.0578281,0.92898,-0.151549,-0.0575943,-0.885435,0.104923,-0.0582433,0.888458,-0.163702,0.0579798,-0.884573,0.156242,0,0,-21.0895,0,0,-20.7739,0,0,-29.2261,0,0,-28.9105
21835.3,1,0.0578168,0.928797,-0.151215,-0.0575887,-0.885344,0.104756,-0.0582325,0.888293,-0.163386,0.0579743,-0.884489,0.15608,0,0,-20.6149,0,0,-21.2475,0,0,-28.7525,0,0,-29.3851
21839.3,1,0.0578073,0.928641,-0.15093,-0.0575815,-0.885226,0.10454,-0.0582233,0.888153,-0.163119,0.0579671,-0.884379,0.155869,0,0,-21.0427,0,0,-20.8204,0,0,-29.1796,0,0,-28.9573
21843.3,1,0.0577994,0.928511,-0.150694,-0.0575728,-0.885085,0.104282,-0.0582159,0.888039,-0.1629,0.0579589,-0.884253,0.155628,0,0,-21.7471,0,0,-20.1219,0,0,-29.8781,0,0,-28.2529
21847.4,1,0.0577914,0.928382,-0.150457,-0.0575645,-0.884947,0.104031,-0.0582084,0.887925,-0.162681,0.0579513,-0.884136,0.155403,0,0,-21.8092,0,0,-20.0597,0,0,-29.9403,0,0,-28.1908
21851.3,1,0.0577818,0.928226,-0.150172,-0.0575578,-0.884836,0.103828,-0.0581992,0.887786,-0.162414,0.0579454,-0.884044,0.155227,0,0,-21.2206,0,0,-20.6441,0,0,-29.3559,0,0,-28.7794
21855.3,1,0.0577722,0.92807,-0.149887,-0.0575511,-0.884725,0.103625,-0.05819,0.887646,-0.162147,0.0579394,-0.883952,0.155052,0,0,-20.6698,0,0,-21.1928,0,0,-28.8072,0,0,-29.3302
21859.3,1,0.0577643,0.92794,-0.149651,-0.0575426,-0.884588,0.103374,-0.0581825,0.887532,-0.161928,0.0579318,-0.883835,0.154828,0,0,-20.8938,0,0,-20.9708,0,0,-29.0292,0,0,-29.1062
21863.4,1,0.0577581,0.927837,-0.149463,-0.0575326,-0.884423,0.103074,-0.0581768,0.887443,-0.161757,0.0579225,-0.883693,0.154555,0,0,-21.4998,0,0,-20.3703,0,0,-29.6297,0,0,-28.5002
21867.4,1,0.0577518,0.927734,-0.149275,-0.0575226,-0.884259,0.102774,-0.0581709,0.887354,-0.161587,0.0579132,-0.883551,0.154282,0,0,-21.8303,0,0,-20.0426,0,0,-29.9574,0,0,-28.1697
21871.3,1,0.0577438,0.927605,-0.149039,-0.0575143,-0.884121,0.102522,-0.0581634,0.88724,-0.161368,0.0579057,-0.883434,0.154057,0,0,-21.4371,0,0,-20.4398,0,0,-29.5602,0,0,-28.5629
21875.2,1,0.0577359,0.927475,-0.148802,-0.057507,-0.884,0.102301,-0.0581559,0.887126,-0.161149,0.0578986,-0.883325,0.153848,0,0,-20.7641,0,0,-21.1123,0,0,-28.8877,0,0,-29.2359
21879.1,1,0.0577296,0.927372,-0.148614,-0.0574991,-0.88387,0.102063,-0.0581501,0.887037,-0.160979,0.0578904,-0.883199,0.153607,0,0,-20.7596,0,0,-21.1167,0,0,-28.8833,0,0,-29.2404
21883.2,1,0.057725,0.927296,-0.148475,-0.0574895,-0.883712,0.101776,-0.058146,0.886973,-0.160856,0.0578806,-0.883048,0.153317,0,0,-21.342,0,0,-20.537,0,0,-29.463,0,0,-28.658
21887.2,1,0.0577203,0.92722,-0.148336,-0.05748,-0.883555,0.101488,-0.0581418,0.88691,-0.160734,0.0578708,-0.882897,0.153027,0,0,-21.8775,0,0,-20.0028,0,0,-29.9972,0,0,-28.1225
21891.1,1,0.057714,0.927117,-0.148149,-0.0574722,-0.883424,0.10125,-0.0581359,0.886821,-0.160564,0.0578627,-0.882771,0.152785,0,0,-21.6228,0,0,-20.263,0,0,-29.737,0,0,-28.3772
21895.2,1,0.057706,0.926988,-0.147912,-0.0574659,-0.883321,0.10106,-0.0581284,0.886707,-0.160345,0.0578562,-0.88267,0.152592,0,0,-20.8623,0,0,-21.025,0,0,-28.975,0,0,-29.1377
21899.2,1,0.0576981,0.926858,-0.147676,-0.0574596,-0.883217,0.10087,-0.0581209,0.886593,-0.160126,0.0578497,-0.882569,0.1524,0,0,-20.7141,0,0,-21.175,0,0,-28.825,0,0,-29.2859
21903.1,1,0.0576919,0.926755,-0.147488,-0.0574517,-0.883086,0.100632,-0.0581151,0.886504,-0.159956,0.0578415,-0.882444,0.152158,0,0,-21.1332,0,0,-20.7632,0,0,-29.2368,0,0,-28.8668
21907.2,1,0.0576856,0.926652,-0.1473,-0.0574438,-0.882956,0.100394,-0.0581093,0.886415,-0.159785,0.0578333,-0.882318,0.151917,0,0,-21.8424,0,0,-20.0549,0,0,-29.9451,0,0,-28.1576
