t,mode,lf_0,lf_1,lf_2,rf_0,rf_1,rf_2,lb_0,lb_1,lb_2,rb_0,rb_1,rb_2,lf_fx,lf_fy,lf_fz,rf_fx,rf_fy,rf_fz,lb_fx,lb_fy,lb_fz,rb_fx,rb_fy,rb_fz
20959.8,1,0.0619681,0.990716,-0.263447,-0.0617081,-0.947405,0.217334,-0.0622561,0.944253,-0.27045,0.0619726,-0.940742,0.263734,0,0,-20.8425,0,0,-20.3943,0,0,-29.6057,0,0,-29.1575
20964.1,1,0.0619246,0.990121,-0.262375,-0.0616624,-0.946773,0.216195,-0.0622196,0.943788,-0.269562,0.0619312,-0.940207,0.262713,0,0,-21.2697,0,0,-19.9241,0,0,-30.0759,0,0,-28.7303
20968.2,1,0.0618792,0.989499,-0.261256,-0.0616187,-0.946166,0.215102,-0.0621813,0.943299,-0.268628,0.0618917,-0.939697,0.261738,0,0,-21.2884,0,0,-19.9016,0,0,-30.0984,0,0,-28.7116
20971.9,1,0.0618339,0.988877,-0.260136,-0.0615768,-0.945583,0.214052,-0.062143,0.942809,-0.267693,0.0618542,-0.93921,0.260809,0,0,-20.7504,0,0,-20.4074,0,0,-29.5926,0,0,-29.2496
20975.8,1,0.0617907,0.98828,-0.259062,-0.0615347,-0.944999,0.212998,-0.0621067,0.942343,-0.266804,0.0618167,-0.938724,0.25988,0,0,-20.4456,0,0,-20.718,0,0,-29.282,0,0,-29.5544
20979.9,1,0.0617494,0.987709,-0.258034,-0.0614908,-0.944388,0.211898,-0.0620724,0.941901,-0.26596,0.0617773,-0.938213,0.258904,0,0,-21.0485,0,0,-20.1118,0,0,-29.8882,0,0,-28.9515
20984,1,0.061708,0.987138,-0.257005,-0.0614471,-0.943778,0.210797,-0.062038,0.94146,-0.265117,0.061738,-0.937701,0.257928,0,0,-21.3252,0,0,-19.8045,0,0,-30.1955,0,0,-28.6748
20987.9,1,0.0616649,0.986542,-0.25593,-0.0614053,-0.943192,0.209743,-0.0620018,0.940994,-0.264227,0.0617006,-0.937214,0.256997,0,0,-21.2437,0,0,-19.8945,0,0,-30.1055,0,0,-28.7563
20991.8,1,0.0616218,0.985944,-0.254855,-0.0613636,-0.942609,0.208691,-0.0619656,0.940527,-0.263337,0.0616652,-0.936751,0.256113,0,0,-20.6677,0,0,-20.4479,0,0,-29.5521,0,0,-29.3323
20995.8,1,0.0615807,0.985373,-0.253825,-0.0613202,-0.942001,0.207595,-0.0619314,0.940085,-0.262492,0.0616298,-0.936288,0.255228,0,0,-20.4178,0,0,-20.7047,0,0,-29.2953,0,0,-29.5822
21000,1,0.0615415,0.984827,-0.252841,-0.0612751,-0.941368,0.206452,-0.0618991,0.939667,-0.261694,0.0615925,-0.9358,0.254297,0,0,-20.8895,0,0,-20.2162,0,0,-29.7838,0,0,-29.1105
21003.9,1,0.0615023,0.984281,-0.251857,-0.06123,-0.940734,0.205308,-0.0618668,0.939249,-0.260895,0.0615552,-0.935313,0.253365,0,0,-21.3612,0,0,-19.7119,0,0,-30.2881,0,0,-28.6388
21007.9,1,0.0614612,0.983709,-0.250826,-0.0611869,-0.940125,0.204211,-0.0618326,0.938806,-0.26005,0.06152,-0.934849,0.252479,0,0,-21.2364,0,0,-19.8381,0,0,-30.1619,0,0,-28.7636
21011.8,1,0.0614203,0.983137,-0.249794,-0.0611457,-0.939543,0.203159,-0.0617985,0.938364,-0.259205,0.0614866,-0.934409,0.25164,0,0,-20.5929,0,0,-20.4565,0,0,-29.5435,0,0,-29.4071
21015.9,1,0.0613813,0.98259,-0.248809,-0.0611045,-0.93896,0.202107,-0.0617664,0.937945,-0.258405,0.0614532,-0.93397,0.2508,0,0,-20.5077,0,0,-20.546,0,0,-29.454,0,0,-29.4923
21020,1,0.0613442,0.982069,-0.24787,-0.0610615,-0.938351,0.201009,-0.0617361,0.93755,-0.257652,0.0614182,-0.933509,0.249919,0,0,-20.8578,0,0,-20.1914,0,0,-29.8086,0,0,-29.1422
21023.8,1,0.0613071,0.981548,-0.24693,-0.0610186,-0.937742,0.199909,-0.0617059,0.937156,-0.256899,0.0613834,-0.93305,0.249042,0,0,-21.3437,0,0,-19.6808,0,0,-30.3192,0,0,-28.6563
21027.9,1,0.0612681,0.981002,-0.245944,-0.0609776,-0.937159,0.198856,-0.0616737,0.936737,-0.256099,0.0613506,-0.932615,0.248211,0,0,-21.2491,0,0,-19.7791,0,0,-30.2209,0,0,-28.7509
21032.1,1,0.0612286,0.980446,-0.244941,-0.0609385,-0.936601,0.197849,-0.0616416,0.936318,-0.255298,0.0613197,-0.932204,0.247427,0,0,-20.6078,0,0,-20.3997,0,0,-29.6003,0,0,-29.3922
21035.9,1,0.0611904,0.979907,-0.243968,-0.0608994,-0.936043,0.196842,-0.0616115,0.935923,-0.254544,0.0612887,-0.931794,0.246643,0,0,-20.3371,0,0,-20.6763,0,0,-29.3237,0,0,-29.6629
21039.9,1,0.0611541,0.979393,-0.243042,-0.0608585,-0.935459,0.195787,-0.0615833,0.935553,-0.253836,0.0612559,-0.931359,0.245811,0,0,-20.8053,0,0,-20.1972,0,0,-29.8028,0,0,-29.1947
21043.7,1,0.0611178,0.97888,-0.242115,-0.0608177,-0.934875,0.194732,-0.061555,0.935182,-0.253128,0.0612232,-0.930924,0.24498,0,0,-21.3526,0,0,-19.6259,0,0,-30.3741,0,0,-28.6474
21047.7,1,0.0610797,0.97834,-0.241142,-0.0607788,-0.934317,0.193723,-0.0615249,0.934787,-0.252373,0.0611923,-0.930513,0.244195,0,0,-21.2709,0,0,-19.7115,0,0,-30.2885,0,0,-28.7291
21052,1,0.0610417,0.977801,-0.240167,-0.0607418,-0.933784,0.192761,-0.0614948,0.934392,-0.251618,0.0611634,-0.930126,0.243456,0,0,-20.4253,0,0,-20.5409,0,0,-29.4591,0,0,-29.5747
21056.1,1,0.0610055,0.977286,-0.23924,-0.0607047,-0.933252,0.191799,-0.0614667,0.934021,-0.250909,0.0611344,-0.92974,0.242717,0,0,-20.2894,0,0,-20.6799,0,0,-29.3201,0,0,-29.7106
21060,1,0.0609713,0.976798,-0.238358,-0.0606659,-0.932693,0.190789,-0.0614404,0.933674,-0.250247,0.0611036,-0.929329,0.241931,0,0,-20.8337,0,0,-20.1274,0,0,-29.8726,0,0,-29.1663
21064,1,0.060937,0.97631,-0.237476,-0.0606271,-0.932134,0.189779,-0.0614142,0.933327,-0.249584,0.0610728,-0.928917,0.241145,0,0,-21.3806,0,0,-19.5607,0,0,-30.4393,0,0,-28.6194
21067.9,1,0.0609009,0.975796,-0.236548,-0.0605903,-0.931601,0.188815,-0.061386,0.932956,-0.248875,0.061044,-0.92853,0.240405,0,0,-20.9801,0,0,-19.9677,0,0,-30.0323,0,0,-29.0199
21072,1,0.0608649,0.975281,-0.235618,-0.0605548,-0.931087,0.187886,-0.0613579,0.932585,-0.248166,0.061016,-0.928154,0.239687,0,0,-20.5466,0,0,-20.3843,0,0,-29.6157,0,0,-29.4534
21075.8,1,0.0608308,0.974793,-0.234736,-0.0605189,-0.930568,0.186946,-0.0613318,0.932238,-0.247502,0.060987,-0.927766,0.238944,0,0,-20.3437,0,0,-20.592,0,0,-29.408,0,0,-29.6563
21079.8,1,0.0607986,0.97433,-0.233899,-0.0604812,-0.930022,0.185959,-0.0613075,0.931915,-0.246886,0.0609563,-0.927353,0.238154,0,0,-21.0958,0,0,-19.842,0,0,-30.158,0,0,-28.9042
21083.8,1,0.0607663,0.973867,-0.233063,-0.0604436,-0.929475,0.184971,-0.0612831,0.931592,-0.246269,0.0609255,-0.926939,0.237364,0,0,-21.3638,0,0,-19.559,0,0,-30.441,0,0,-28.6362
21087.7,1,0.0607322,0.973378,-0.23218,-0.0604079,-0.928955,0.18403,-0.0612569,0.931245,-0.245606,0.0608967,-0.92655,0.23662,0,0,-21.1599,0,0,-19.7649,0,0,-30.2351,0,0,-28.8401
21091.8,1,0.0606982,0.972889,-0.231296,-0.060374,-0.928461,0.183135,-0.0612308,0.930897,-0.244942,0.0608698,-0.926185,0.235923,0,0,-20.5414,0,0,-20.3706,0,0,-29.6294,0,0,-29.4586
21096.1,1,0.0606661,0.972425,-0.230458,-0.0603402,-0.927966,0.18224,-0.0612066,0.930574,-0.244324,0.0608428,-0.92582,0.235225,0,0,-20.3641,0,0,-20.5489,0,0,-29.4511,0,0,-29.6359
21100,1,0.0606358,0.971988,-0.229667,-0.0603045,-0.927445,0.181298,-0.0611842,0.930276,-0.243753,0.0608139,-0.925431,0.234481,0,0,-20.8773,0,0,-20.0239,0,0,-29.9761,0,0,-29.1227
21103.9,1,0.0606055,0.97155,-0.228876,-0.0602689,-0.926925,0.180355,-0.0611618,0.929977,-0.243183,0.0607852,-0.925042,0.233736,0,0,-21.367,0,0,-19.5203,0,0,-30.4797,0,0,-28.633
21107.9,1,0.0605734,0.971087,-0.228038,-0.0602351,-0.926429,0.179459,-0.0611376,0.929654,-0.242565,0.0607583,-0.924676,0.233038,0,0,-21.2098,0,0,-19.6818,0,0,-30.3182,0,0,-28.7902
21111.8,1,0.0605414,0.970623,-0.2272,-0.0602032,-0.92596,0.17861,-0.0611123,0.929317,-0.241921,0.0607328,-0.92433,0.232375,0,0,-20.4095,0,0,-20.4759,0,0,-29.5241,0,0,-29.5905
21115.8,1,0.0605112,0.970185,-0.226408,-0.0601713,-0.925491,0.177761,-0.0610879,0.92899,-0.241296,0.0607068,-0.923977,0.2317,0,0,-20.496,0,0,-20.3966,0,0,-29.6034,0,0,-29.504
21119.7,1,0.0604829,0.969773,-0.225663,-0.0601378,-0.924998,0.176868,-0.0610654,0.928687,-0.240718,0.060679,-0.923599,0.230978,0,0,-21.1065,0,0,-19.7952,0,0,-30.2048,0,0,-28.8935
21123.7,1,0.0604545,0.969361,-0.224918,-0.0601044,-0.924507,0.175979,-0.0610428,0.928385,-0.24014,0.0606512,-0.923221,0.230255,0,0,-21.3439,0,0,-19.553,0,0,-30.447,0,0,-28.6561
21127.9,1,0.0604244,0.968923,-0.224126,-0.060073,-0.924042,0.175136,-0.0610184,0.928058,-0.239515,0.0606254,-0.922868,0.229579,0,0,-20.9437,0,0,-19.9544,0,0,-30.0456,0,0,-29.0563
21131.9,1,0.0603943,0.968485,-0.223333,-0.0600432,-0.923601,0.174338,-0.060994,0.927731,-0.23889,0.0605995,-0.922514,0.228903,0,0,-20.5818,0,0,-20.311,0,0,-29.689,0,0,-29.4182
21135.8,1,0.0603661,0.968073,-0.222587,-0.0600133,-0.923159,0.173537,-0.0609716,0.927428,-0.238311,0.0605718,-0.922136,0.22818,0,0,-20.4456,0,0,-20.4455,0,0,-29.5545,0,0,-29.5544
21139.8,1,0.0603397,0.967686,-0.221888,-0.0599819,-0.922694,0.172696,-0.0609507,0.927146,-0.237772,0.0605427,-0.921739,0.22742,0,0,-20.9421,0,0,-19.957,0,0,-30.043,0,0,-29.0579
21143.9,1,0.0603132,0.9673,-0.221188,-0.0599508,-0.922233,0.17186,-0.0609295,0.926861,-0.237227,0.060514,-0.921346,0.22667,0,0,-21.3358,0,0,-19.5671,0,0,-30.4329,0,0,-28.6642
21147.7,1,0.060285,0.966888,-0.220442,-0.0599215,-0.921798,0.171071,-0.0609064,0.926551,-0.236635,0.0604873,-0.920978,0.225966,0,0,-21.1702,0,0,-19.7331,0,0,-30.2669,0,0,-28.8298
21151.7,1,0.0602568,0.966475,-0.219695,-0.059894,-0.921388,0.170329,-0.0608818,0.92622,-0.236,0.060462,-0.92063,0.2253,0,0,-20.5932,0,0,-20.3117,0,0,-29.6883,0,0,-29.4068
21155.6,1,0.0602305,0.966088,-0.218995,-0.0598665,-0.920979,0.169588,-0.0608574,0.92589,-0.23537,0.0604363,-0.920277,0.224626,0,0,-20.427,0,0,-20.4777,0,0,-29.5223,0,0,-29.573
21159.8,1,0.060206,0.965728,-0.218342,-0.0598373,-0.920544,0.168799,-0.0608349,0.925585,-0.234787,0.0604088,-0.9199,0.223904,0,0,-21.1265,0,0,-19.7931,0,0,-30.2069,0,0,-28.8735
21163.9,1,0.0601815,0.965367,-0.217689,-0.059808,-0.920108,0.168009,-0.0608123,0.92528,-0.234204,0.0603814,-0.919523,0.223182,0,0,-21.3866,0,0,-19.5429,0,0,-30.4571,0,0,-28.6134
21167.7,1,0.0601551,0.96498,-0.216989,-0.0597807,-0.919698,0.167266,-0.0607879,0.92495,-0.233573,0.0603559,-0.919169,0.222506,0,0,-21.2249,0,0,-19.7052,0,0,-30.2948,0,0,-28.7751
21171.7,1,0.0601288,0.964593,-0.216289,-0.0597551,-0.919315,0.166571,-0.060763,0.924612,-0.232927,0.0603311,-0.918827,0.221852,0,0,-20.5139,0,0,-20.4242,0,0,-29.5758,0,0,-29.4861
21175.7,1,0.0601044,0.964232,-0.215635,-0.0597295,-0.918931,0.165876,-0.0607393,0.92429,-0.232312,0.0603054,-0.918471,0.221171,0,0,-20.4385,0,0,-20.4982,0,0,-29.5018,0,0,-29.5615
21179.8,1,0.0600818,0.963897,-0.215028,-0.0597021,-0.918522,0.165133,-0.0607175,0.923993,-0.231743,0.0602778,-0.91809,0.220442,0,0,-21.1906,0,0,-19.754,0,0,-30.246,0,0,-28.8094
21183.8,1,0.0600591,0.963562,-0.214422,-0.0596747,-0.918112,0.164389,-0.0606957,0.923696,-0.231175,0.0602503,-0.917709,0.219713,0,0,-21.4165,0,0,-19.5436,0,0,-30.4564,0,0,-28.5835
21187.8,1,0.0600346,0.963201,-0.213768,-0.0596492,-0.917728,0.163693,-0.060672,0.923374,-0.230559,0.0602247,-0.917353,0.219031,0,0,-21.2241,0,0,-19.7368,0,0,-30.2632,0,0,-28.7759
21191.8,1,0.0600102,0.96284,-0.213114,-0.0596252,-0.917366,0.163037,-0.0606477,0.923043,-0.229927,0.0601998,-0.917008,0.218371,0,0,-20.5256,0,0,-20.4531,0,0,-29.5469,0,0,-29.4744
21195.7,1,0.0599876,0.962505,-0.212507,-0.0596009,-0.917,0.162373,-0.0606246,0.922728,-0.229325,0.060174,-0.916649,0.217684,0,0,-20.6582,0,0,-20.3248,0,0,-29.6752,0,0,-29.3418
21199.9,1,0.0599668,0.962196,-0.211947,-0.0595751,-0.916612,0.161669,-0.060603,0.922432,-0.228759,0.060147,-0.916274,0.216968,0,0,-21.0387,0,0,-19.9486,0,0,-30.0514,0,0,-28.9613
21203.8,1,0.059946,0.961887,-0.211387,-0.0595496,-0.916228,0.160973,-0.0605809,0.92213,-0.228181,0.0601208,-0.915909,0.216268,0,0,-21.4292,0,0,-19.5809,0,0,-30.4191,0,0,-28.5708
21207.7,1,0.0599234,0.961552,-0.210779,-0.059526,-0.91587,0.160323,-0.0605569,0.921803,-0.227556,0.0600964,-0.915567,0.215615,0,0,-21.0254,0,0,-19.9829,0,0,-30.0171,0,0,-28.9746
21211.6,1,0.0599008,0.961216,-0.210172,-0.0595032,-0.915525,0.159697,-0.0605331,0.921476,-0.226931,0.060072,-0.915226,0.214962,0,0,-20.5942,0,0,-20.4334,0,0,-29.5666,0,0,-29.4058
21215.9,1,0.0598801,0.960907,-0.209611,-0.0594795,-0.915167,0.159048,-0.0605111,0.921174,-0.226352,0.0600458,-0.91486,0.214262,0,0,-20.755,0,0,-20.273,0,0,-29.727,0,0,-29.245
21219.8,1,0.0598612,0.960624,-0.209098,-0.0594559,-0.914809,0.158398,-0.0604894,0.920876,-0.225783,0.0600195,-0.914493,0.213559,0,0,-21.2831,0,0,-19.7488,0,0,-30.2512,0,0,-28.7169
21223.9,1,0.0598422,0.960341,-0.208585,-0.059434,-0.914477,0.157796,-0.0604663,0.920559,-0.225177,0.059995,-0.914148,0.2129,0,0,-21.4648,0,0,-19.5905,0,0,-30.4095,0,0,-28.5352
21227.7,1,0.0598214,0.960032,-0.208024,-0.0594139,-0.914172,0.157241,-0.0604414,0.920218,-0.224523,0.0599723,-0.913828,0.212288,0,0,-20.9158,0,0,-20.1481,0,0,-29.8519,0,0,-29.0842
21231.7,1,0.0598006,0.959722,-0.207463,-0.0593938,-0.913866,0.156686,-0.0604165,0.919876,-0.223869,0.0599495,-0.913509,0.211676,0,0,-20.6392,0,0,-20.4536,0,0,-29.5464,0,0,-29.3608
21235.8,1,0.0597817,0.959439,-0.20695,-0.0593719,-0.913534,0.156084,-0.0603935,0.919558,-0.223262,0.0599249,-0.913164,0.211016,0,0,-20.7281,0,0,-20.3661,0,0,-29.6339,0,0,-29.2719
21239.7,1,0.0597631,0.95916,-0.206444,-0.0593501,-0.913202,0.155481,-0.0603713,0.919251,-0.222675,0.0599003,-0.912818,0.210354,0,0,-21.4017,0,0,-19.6936,0,0,-30.3064,0,0,-28.5983
21243.6,1,0.059743,0.95886,-0.2059,-0.05933,-0.912896,0.154926,-0.060348,0.918931,-0.222061,0.0598775,-0.912496,0.209737,0,0,-21.3623,0,0,-19.7577,0,0,-30.2423,0,0,-28.6377
21247.6,1,0.0597212,0.958534,-0.205309,-0.0593118,-0.912617,0.154418,-0.060323,0.918585,-0.2214,0.0598564,-0.912198,0.209167,0,0,-20.8271,0,0,-20.2847,0,0,-29.7153,0,0,-29.1729
21251.7,1,0.0596994,0.958207,-0.204716,-0.0592934,-0.912337,0.15391,-0.060298,0.918239,-0.220739,0.0598353,-0.9119,0.208597,0,0,-20.6119,0,0,-20.525,0,0,-29.475,0,0,-29.3881
21255.7,1,0.0596794,0.957907,-0.204172,-0.0592733,-0.912031,0.153355,-0.0602749,0.917918,-0.220125,0.0598124,-0.911577,0.20798,0,0,-21.0118,0,0,-20.1273,0,0,-29.8727,0,0,-28.9882
21259.7,1,0.0596597,0.95761,-0.203633,-0.0592533,-0.911725,0.152799,-0.0602517,0.917597,-0.21951,0.0597896,-0.911255,0.207362,0,0,-21.4466,0,0,-19.6972,0,0,-30.3028,0,0,-28.5534
21263.6,1,0.0596383,0.95729,-0.203053,-0.059235,-0.911445,0.152291,-0.0602267,0.917251,-0.218848,0.0597686,-0.910957,0.206791,0,0,-21.3054,0,0,-19.8685,0,0,-30.1315,0,0,-28.6946
21267.6,1,0.0596171,0.95697,-0.202473,-0.0592185,-0.911192,0.151831,-0.0602018,0.916905,-0.218186,0.0597485,-0.910671,0.206245,0,0,-20.7952,0,0,-20.3801,0,0,-29.6199,0,0,-29.2048
21271.7,1,0.0595976,0.956676,-0.201939,-0.059202,-0.910938,0.15137,-0.0601787,0.916583,-0.217571,0.0597275,-0.910374,0.205676,0,0,-20.7286,0,0,-20.4734,0,0,-29.5266,0,0,-29.2714
21275.6,1,0.0595799,0.956408,-0.201454,-0.0591836,-0.910659,0.150862,-0.0601575,0.916286,-0.217003,0.0597047,-0.910052,0.205059,0,0,-21.1693,0,0,-20.0305,0,0,-29.9695,0,0,-28.8307
21279.6,1,0.0595622,0.956141,-0.200968,-0.0591654,-0.910379,0.150354,-0.0601362,0.91599,-0.216435,0.059682,-0.909729,0.204442,0,0,-21.4325,0,0,-19.7673,0,0,-30.2327,0,0,-28.5675
21283.5,1,0.0595426,0.955847,-0.200435,-0.0591489,-0.910125,0.149893,-0.0601131,0.915668,-0.21582,0.0596612,-0.909432,0.203872,0,0,-21.2267,0,0,-20.0036,0,0,-29.9964,0,0,-28.7733
21287.8,1,0.0595232,0.955553,-0.199902,-0.0591324,-0.909871,0.149432,-0.06009,0.915346,-0.215203,0.0596407,-0.90914,0.203314,0,0,-20.7805,0,0,-20.4513,0,0,-29.5487,0,0,-29.2195
21291.7,1,0.0595055,0.955285,-0.199416,-0.0591141,-0.909592,0.148924,-0.0600687,0.915048,-0.214633,0.0596189,-0.90883,0.20272,0,0,-20.6845,0,0,-20.5766,0,0,-29.4234,0,0,-29.3155
21295.6,1,0.0594896,0.955043,-0.198978,-0.0590942,-0.909286,0.148368,-0.0600492,0.914774,-0.214109,0.0595953,-0.908495,0.202079,0,0,-21.1381,0,0,-20.1187,0,0,-29.8813,0,0,-28.8619
21299.6,1,0.0594736,0.954802,-0.198539,-0.0590743,-0.908979,0.147811,-0.0600297,0.914501,-0.213586,0.0595719,-0.90816,0.201437,0,0,-21.5112,0,0,-19.7428,0,0,-30.2572,0,0,-28.4888
21303.6,1,0.0594559,0.954534,-0.198053,-0.0590561,-0.908699,0.147302,-0.0600083,0.914203,-0.213015,0.0595502,-0.907849,0.200843,0,0,-21.2102,0,0,-20.0704,0,0,-29.9296,0,0,-28.7898
21307.7,1,0.0594382,0.954266,-0.197567,-0.0590394,-0.908441,0.146833,-0.0599871,0.913904,-0.212445,0.0595296,-0.907554,0.200278,0,0,-20.7513,0,0,-20.5284,0,0,-29.4716,0,0,-29.2487
21311.6,1,0.0594224,0.954024,-0.197128,-0.0590224,-0.908179,0.146357,-0.0599676,0.91363,-0.211921,0.0595084,-0.90725,0.199696,0,0,-20.8503,0,0,-20.4535,0,0,-29.5465,0,0,-29.1497
21315.6,1,0.0594082,0.953809,-0.196737,-0.0590039,-0.907893,0.145837,-0.0599491,0.913369,-0.211421,0.0594863,-0.906934,0.199091,0,0,-21.3474,0,0,-19.9525,0,0,-30.0475,0,0,-28.6526
21319.8,1,0.059394,0.953594,-0.196346,-0.0589855,-0.90761,0.145322,-0.0599296,0.913096,-0.210898,0.0594651,-0.90663,0.198509,0,0,-21.5133,0,0,-19.7886,0,0,-30.2114,0,0,-28.4867
21323.7,1,0.0593781,0.953352,-0.195908,-0.0589689,-0.907353,0.144854,-0.0599083,0.912798,-0.210327,0.0594458,-0.906352,0.197976,0,0,-21.1862,0,0,-20.1442,0,0,-29.8558,0,0,-28.8138
21327.7,1,0.0593619,0.953106,-0.19546,-0.0589525,-0.907098,0.144391,-0.0598872,0.9125,-0.209756,0.0594264,-0.906073,0.197442,0,0,-20.8098,0,0,-20.5247,0,0,-29.4753,0,0,-29.1902
21331.7,1,0.0593471,0.952881,-0.195052,-0.0589344,-0.906819,0.143884,-0.0598678,0.912226,-0.209233,0.0594052,-0.905769,0.196861,0,0,-20.7903,0,0,-20.5718,0,0,-29.4282,0,0,-29.2097
21335.6,1,0.0593334,0.952671,-0.194671,-0.0589162,-0.906537,0.143371,-0.0598501,0.911975,-0.208753,0.0593841,-0.905465,0.196278,0,0,-21.4548,0,0,-19.9089,0,0,-30.0911,0,0,-28.5452
21339.7,1,0.0593188,0.952449,-0.194268,-0.0588996,-0.906278,0.142901,-0.0598322,0.911722,-0.208269,0.0593647,-0.905185,0.195742,0,0,-21.5178,0,0,-19.8384,0,0,-30.1616,0,0,-28.4822
21343.8,1,0.0593025,0.952201,-0.193817,-0.0588846,-0.906045,0.142478,-0.0598125,0.911445,-0.207738,0.0593471,-0.90493,0.195253,0,0,-21.1002,0,0,-20.2674,0,0,-29.7326,0,0,-28.8998
21347.8,1,0.0592862,0.951952,-0.193367,-0.0588697,-0.905813,0.142055,-0.0597929,0.911167,-0.207207,0.0593294,-0.904675,0.194765,0,0,-20.8068,0,0,-20.5584,0,0,-29.4416,0,0,-29.1932
21351.9,1,0.0592717,0.95173,-0.192963,-0.0588529,-0.905554,0.141584,-0.0597751,0.910914,-0.206722,0.05931,-0.904395,0.194229,0,0,-20.8561,0,0,-20.5319,0,0,-29.4681,0,0,-29.1439
21355.6,1,0.0592576,0.951515,-0.192572,-0.0588363,-0.905295,0.141113,-0.0597575,0.910665,-0.206245,0.0592906,-0.904115,0.193692,0,0,-21.5384,0,0,-19.8573,0,0,-30.1427,0,0,-28.4616
21359.7,1,0.0592423,0.951281,-0.192147,-0.0588214,-0.905062,0.14069,-0.0597384,0.910395,-0.205728,0.059273,-0.903859,0.193203,0,0,-21.5008,0,0,-19.8989,0,0,-30.1011,0,0,-28.4992
21363.7,1,0.0592251,0.95102,-0.191673,-0.0588082,-0.904856,0.140315,-0.0597175,0.9101,-0.205163,0.0592572,-0.903629,0.192762,0,0,-21.0272,0,0,-20.3956,0,0,-29.6044,0,0,-28.9728
21367.8,1,0.0592081,0.950759,-0.191199,-0.058795,-0.90465,0.13994,-0.0596967,0.909804,-0.204597,0.0592413,-0.903398,0.192321,0,0,-20.8226,0,0,-20.6015,0,0,-29.3985,0,0,-29.1774
21371.7,1,0.0591928,0.950524,-0.190773,-0.05878,-0.904417,0.139517,-0.0596777,0.909534,-0.204079,0.0592236,-0.903143,0.191832,0,0,-21.137,0,0,-20.3106,0,0,-29.6894,0,0,-28.863
21375.7,1,0.0591776,0.950291,-0.190348,-0.0587651,-0.904184,0.139094,-0.0596589,0.909266,-0.203567,0.059206,-0.902888,0.191342,0,0,-21.5738,0,0,-19.8728,0,0,-30.1272,0,0,-28.4262
21379.9,1,0.0591606,0.950031,-0.189877,-0.0587519,-0.903978,0.138718,-0.0596386,0.908977,-0.203013,0.0591902,-0.902657,0.190901,0,0,-21.6106,0,0,-19.8343,0,0,-30.1657,0,0,-28.3894
21383.6,1,0.0591427,0.949757,-0.189379,-0.0587404,-0.903798,0.138391,-0.0596173,0.908674,-0.202433,0.0591761,-0.902451,0.190507,0,0,-20.9713,0,0,-20.4914,0,0,-29.5086,0,0,-29.0287
21387.5,1,0.0591256,0.949494,-0.188901,-0.0587289,-0.903618,0.138064,-0.0595968,0.908381,-0.201873,0.0591619,-0.902246,0.190113,0,0,-20.8389,0,0,-20.6206,0,0,-29.3794,0,0,-29.1611
21391.5,1,0.0591103,0.949257,-0.18847,-0.0587157,-0.903412,0.137689,-0.0595781,0.908114,-0.201361,0.0591461,-0.902015,0.189672,0,0,-21.2175,0,0,-20.2595,0,0,-29.7405,0,0,-28.7825
21395.6,1,0.0590949,0.94902,-0.18804,-0.0587025,-0.903206,0.137313,-0.0595594,0.907846,-0.200849,0.0591302,-0.901785,0.18923,0,0,-21.592,0,0,-19.887,0,0,-30.113,0,0,-28.408
21399.6,1,0.0590777,0.948757,-0.187562,-0.058691,-0.903026,0.136985,-0.0595389,0.907554,-0.200289,0.0591162,-0.901579,0.188836,0,0,-21.5684,0,0,-19.9122,0,0,-30.0878,0,0,-28.4316
21403.4,1,0.0590606,0.948494,-0.187084,-0.0586795,-0.902846,0.136658,-0.0595185,0.907261,-0.199729,0.0591027,-0.901382,0.188458,0,0,-21.0685,0,0,-20.4351,0,0,-29.5649,0,0,-28.9315
21407.5,1,0.0590453,0.948257,-0.186653,-0.0586663,-0.902639,0.136283,-0.0594999,0.906993,-0.199216,0.059088,-0.901169,0.18805,0,0,-20.8796,0,0,-20.6251,0,0,-29.3749,0,0,-29.1204
21411.5,1,0.0590317,0.948046,-0.18627,-0.0586514,-0.902406,0.135859,-0.059483,0.90675,-0.198751,0.0590716,-0.90093,0.187593,0,0,-21.3369,0,0,-20.1832,0,0,-29.8168,0,0,-28.6631
21415.6,1,0.0590181,0.947836,-0.185888,-0.0586365,-0.902173,0.135435,-0.059466,0.906508,-0.198286,0.0590553,-0.900692,0.187136,0,0,-21.6162,0,0,-19.9022,0,0,-30.0978,0,0,-28.3838
21419.5,1,0.0590027,0.947599,-0.185457,-0.0586234,-0.901967,0.135059,-0.0594474,0.90624,-0.197773,0.0590408,-0.900478,0.186727,0,0,-21.5162,0,0,-20.0012,0,0,-29.9988,0,0,-28.4838
21423.6,1,0.0589871,0.947358,-0.185019,-0.0586113,-0.901776,0.134712,-0.0594287,0.905972,-0.19726,0.0590269,-0.900275,0.186338,0,0,-21.0021,0,0,-20.534,0,0,-29.466,0,0,-28.9979
21427.6,1,0.058973,0.947139,-0.184621,-0.0585985,-0.901575,0.134347,-0.0594119,0.905729,-0.196795,0.059012,-0.900058,0.185921,0,0,-20.7703,0,0,-20.7667,0,0,-29.2333,0,0,-29.2297
21431.7,1,0.0589606,0.946946,-0.184271,-0.058584,-0.901348,0.133933,-0.0593968,0.90551,-0.196377,0.0589954,-0.899815,0.185457,0,0,-21.2051,0,0,-20.3457,0,0,-29.6543,0,0,-28.7949
