time,leg0_joint0_rad,leg0_joint1_rad,leg0_joint2_rad,leg1_joint0_rad,leg1_joint1_rad,leg1_joint2_rad,leg2_joint0_rad,leg2_joint1_rad,leg2_joint2_rad,leg3_joint0_rad,leg3_joint1_rad,leg3_joint2_rad,
4585.46,0.000304562,0.996229,-0.0718771,-0.000279183,-0.995689,0.0650695,-0.000165542,0.996239,-0.0724258,0.000273157,-0.996093,0.0710538,
4585.46,0.000301228,0.993916,-0.0710903,-0.000276127,-0.993383,0.0643572,-0.00016373,0.993926,-0.071633,0.000270166,-0.993782,0.070276,
4585.47,0.000297872,0.991588,-0.0702981,-0.00027305,-0.99106,0.06364,-0.000161905,0.991598,-0.0708347,0.000267156,-0.991455,0.0694929,
4585.47,0.000294517,0.989262,-0.0695065,-0.000269975,-0.98874,0.0629234,-0.000160082,0.989272,-0.0700371,0.000264148,-0.989131,0.0687103,
4585.48,0.000291194,0.986957,-0.0687223,-0.000266929,-0.986441,0.0622135,-0.000158276,0.986967,-0.0692469,0.000261167,-0.986827,0.0679351,
4585.48,0.000287829,0.984623,-0.0679279,-0.000263843,-0.984113,0.0614944,-0.000156446,0.984632,-0.0684465,0.000258148,-0.984495,0.0671498,
4585.48,0.0002845,0.982315,-0.0671425,-0.000260793,-0.98181,0.0607833,-0.000154637,0.982324,-0.067655,0.000255163,-0.982188,0.0663734,
4585.49,0.000281153,0.979993,-0.0663524,-0.000257724,-0.979495,0.060068,-0.000152818,0.980002,-0.0668589,0.000252161,-0.979867,0.0655924,
4585.49,0.000277833,0.977691,-0.0655691,-0.000254681,-0.977198,0.0593589,-0.000151013,0.9777,-0.0660696,0.000249184,-0.977567,0.064818,
4585.5,0.000274424,0.975326,-0.0647645,-0.000251556,-0.97484,0.0586306,-0.000149161,0.975335,-0.0652589,0.000246126,-0.975204,0.0640227,
4585.5,0.000271105,0.973024,-0.0639811,-0.000248513,-0.972544,0.0579213,-0.000147356,0.973033,-0.0644695,0.000243149,-0.972903,0.0632482,
4585.5,0.000267752,0.970699,-0.0631898,-0.00024544,-0.970224,0.057205,-0.000145534,0.970707,-0.0636722,0.000240142,-0.970579,0.062466,
4585.51,0.00026441,0.968381,-0.0624012,-0.000242377,-0.967913,0.056491,-0.000143717,0.96839,-0.0628775,0.000237145,-0.968263,0.0616864,
4585.51,0.000261051,0.966052,-0.0616085,-0.000239298,-0.965589,0.0557734,-0.000141892,0.96606,-0.0620788,0.000234132,-0.965935,0.0609028,
4585.52,0.000257715,0.963738,-0.0608211,-0.000236239,-0.963281,0.0550607,-0.000140078,0.963746,-0.0612854,0.00023114,-0.963623,0.0601244,
4585.52,0.000254379,0.961424,-0.0600338,-0.000233181,-0.960973,0.0543479,-0.000138265,0.961432,-0.0604921,0.000228148,-0.961311,0.0593461,
4585.52,0.000251055,0.959119,-0.0592494,-0.000230134,-0.958674,0.0536377,-0.000136458,0.959127,-0.0597016,0.000225167,-0.959007,0.0585707,
4585.53,0.000247668,0.95677,-0.05845,-0.000227029,-0.956331,0.0529141,-0.000134617,0.956778,-0.0588962,0.000222129,-0.956659,0.0577805,
4585.53,0.000244312,0.954442,-0.057658,-0.000223953,-0.954009,0.0521971,-0.000132793,0.95445,-0.0580982,0.000219119,-0.954333,0.0569976,
4585.54,0.000240975,0.952128,-0.0568704,-0.000220894,-0.951701,0.0514841,-0.000130979,0.952136,-0.0573046,0.000216126,-0.95202,0.056219,
4585.54,0.000237637,0.949813,-0.0560828,-0.000217835,-0.949392,0.050771,-0.000129165,0.949821,-0.0565109,0.000213133,-0.949707,0.0554403,
4585.54,0.0002343,0.947498,-0.0552951,-0.000214775,-0.947083,0.050058,-0.000127351,0.947506,-0.0557172,0.00021014,-0.947394,0.0546617,
4585.55,0.000230951,0.945176,-0.0545048,-0.000211706,-0.944766,0.0493426,-0.000125531,0.945183,-0.0549209,0.000207136,-0.945073,0.0538805,
4585.55,0.000227606,0.942856,-0.0537154,-0.00020864,-0.942453,0.0486279,-0.000123713,0.942863,-0.0541255,0.000204136,-0.942755,0.0531001,
4585.56,0.000224255,0.940531,-0.0529245,-0.000205567,-0.940134,0.0479119,-0.000121891,0.940539,-0.0533285,0.00020113,-0.940432,0.0523182,
4585.56,0.000220891,0.938198,-0.0521305,-0.000202484,-0.937807,0.0471931,-0.000120063,0.938206,-0.0525285,0.000198113,-0.9381,0.0515334,
4585.56,0.000217554,0.935884,-0.051343,-0.000199425,-0.935498,0.0464802,-0.000118249,0.935891,-0.0517349,0.00019512,-0.935787,0.0507548,
4585.57,0.000214215,0.933568,-0.050555,-0.000196364,-0.933189,0.0457669,-0.000116434,0.933575,-0.0509409,0.000192126,-0.933473,0.0499759,
4585.57,0.000210898,0.931268,-0.0497723,-0.000193324,-0.930894,0.0450583,-0.000114632,0.931275,-0.0501523,0.000189151,-0.931174,0.0492022,
4585.58,0.000207499,0.928911,-0.0489701,-0.000190208,-0.928543,0.0443321,-0.000112784,0.928917,-0.0493439,0.000186102,-0.928818,0.0484092,
4585.58,0.000204179,0.926608,-0.0481866,-0.000187165,-0.926246,0.0436228,-0.00011098,0.926615,-0.0485545,0.000183125,-0.926517,0.0476347,
4585.58,0.000200866,0.92431,-0.0474047,-0.000184128,-0.923954,0.0429149,-0.000109179,0.924317,-0.0477665,0.000180153,-0.924221,0.0468616,
4585.59,0.000197514,0.921986,-0.0466137,-0.000181055,-0.921636,0.0421988,-0.000107357,0.921992,-0.0469695,0.000177147,-0.921898,0.0460797,
4585.59,0.000194132,0.91964,-0.0458154,-0.000177954,-0.919296,0.0414761,-0.000105518,0.919646,-0.0461651,0.000174113,-0.919553,0.0452906,
4585.6,0.000190792,0.917324,-0.0450273,-0.000174893,-0.916986,0.0407627,-0.000103703,0.91733,-0.045371,0.000171118,-0.917239,0.0445115,
4585.6,0.000187479,0.915025,-0.0442452,-0.000171856,-0.914693,0.0400547,-0.000101902,0.915032,-0.044583,0.000168146,-0.914942,0.0437384,
4585.6,0.000184121,0.912697,-0.0434529,-0.000168778,-0.912371,0.0393374,-0.000100077,0.912703,-0.0437846,0.000165135,-0.912615,0.0429552,
4585.61,0.000180753,0.910361,-0.042658,-0.000165691,-0.910041,0.0386178,-9.82466e-05,0.910367,-0.0429837,0.000162114,-0.910281,0.0421694,
4585.61,0.000177404,0.908038,-0.0418677,-0.000162621,-0.907724,0.0379023,-9.64263e-05,0.908044,-0.0421873,0.000159111,-0.907959,0.0413881,
4585.62,0.000174061,0.90572,-0.0410786,-0.000159556,-0.905411,0.037188,-9.46091e-05,0.905725,-0.0413922,0.000156112,-0.905642,0.0406081,
4585.62,0.000170712,0.903397,-0.0402882,-0.000156486,-0.903094,0.0364724,-9.27885e-05,0.903402,-0.0405957,0.000153108,-0.903321,0.0398267,
4585.62,0.000167404,0.901102,-0.0395075,-0.000153454,-0.900806,0.0357657,-9.09905e-05,0.901108,-0.0398091,0.000150141,-0.901028,0.0390549,
4585.63,0.00016406,0.898784,-0.0387184,-0.000150389,-0.898493,0.0350513,-8.91732e-05,0.898789,-0.039014,0.000147143,-0.89871,0.0382749,
4585.63,0.000160713,0.896462,-0.0379285,-0.000147321,-0.896177,0.0343362,-8.73539e-05,0.896467,-0.038218,0.000144141,-0.896391,0.0374941,
4585.64,0.000157343,0.894125,-0.0371331,-0.000144231,-0.893846,0.0336161,-8.55219e-05,0.89413,-0.0374165,0.000141118,-0.894054,0.0367077,
4585.64,0.000153963,0.891781,-0.0363355,-0.000141133,-0.891508,0.0328941,-8.36849e-05,0.891786,-0.0366128,0.000138087,-0.891712,0.0359192,
4585.64,0.000150631,0.88947,-0.0355492,-0.000138079,-0.889203,0.0321823,-8.18741e-05,0.889475,-0.0358206,0.000135099,-0.889403,0.035142,
4585.65,0.000147291,0.887154,-0.034761,-0.000135017,-0.886893,0.0314687,-8.00587e-05,0.887158,-0.0350263,0.000132103,-0.887088,0.0343628,
4585.65,0.000143943,0.884832,-0.0339709,-0.000131948,-0.884577,0.0307534,-7.8239e-05,0.884836,-0.0342302,0.0001291,-0.884768,0.0335817,
4585.66,0.000140632,0.882535,-0.0331895,-0.000128913,-0.882286,0.030046,-7.64393e-05,0.88254,-0.0334428,0.000126131,-0.882473,0.0328093,
4585.66,0.00013725,0.880189,-0.0323912,-0.000125813,-0.879946,0.0293233,-7.46008e-05,0.880194,-0.0326384,0.000123097,-0.880128,0.0320201,
4585.66,0.000133904,0.877869,-0.0316016,-0.000122746,-0.877632,0.0286086,-7.27823e-05,0.877873,-0.0318428,0.000120096,-0.877809,0.0312396,
4585.67,0.000130559,0.875549,-0.0308122,-0.00011968,-0.875318,0.0278939,-7.09641e-05,0.875553,-0.0310474,0.000117096,-0.875491,0.0304592,
4585.67,0.000127209,0.873225,-0.0300214,-0.000116608,-0.873,0.027178,-6.9143e-05,0.873229,-0.0302506,0.000114091,-0.873169,0.0296775,
4585.68,0.000123859,0.870902,-0.0292309,-0.000113538,-0.870683,0.0264624,-6.73222e-05,0.870906,-0.029454,0.000111087,-0.870847,0.028896,
4585.68,0.000120519,0.868586,-0.0284427,-0.000110476,-0.868372,0.0257489,-6.5507e-05,0.86859,-0.0286599,0.000108092,-0.868532,0.0281169,
4585.68,0.000117128,0.866234,-0.0276424,-0.000107368,-0.866026,0.0250243,-6.36638e-05,0.866238,-0.0278534,0.00010505,-0.866182,0.0273258,
4585.69,0.000113813,0.863935,-0.0268601,-0.000104329,-0.863733,0.0243162,-6.18621e-05,0.863939,-0.0270652,0.000102077,-0.863884,0.0265525,
4585.69,0.000110515,0.861647,-0.0260816,-0.000101305,-0.861451,0.0236114,-6.00691e-05,0.861651,-0.0262807,9.91187e-05,-0.861598,0.0257829,
4585.7,0.000107169,0.859327,-0.025292,-9.82385e-05,-0.859137,0.0228966,-5.82506e-05,0.85933,-0.0254851,9.6118e-05,-0.859279,0.0250023,
4585.7,0.000103822,0.857005,-0.0245021,-9.51701e-05,-0.856821,0.0221814,-5.64312e-05,0.857009,-0.0246891,9.31158e-05,-0.856959,0.0242214,
4585.7,0.000100472,0.854682,-0.0237114,-9.20991e-05,-0.854504,0.0214657,-5.46103e-05,0.854685,-0.0238924,9.01111e-05,-0.854637,0.0234398,
4585.71,9.71182e-05,0.852356,-0.02292,-8.90252e-05,-0.852184,0.0207492,-5.27876e-05,0.852359,-0.023095,8.71036e-05,-0.852313,0.0226575,
4585.71,9.37838e-05,0.850044,-0.0221331,-8.59687e-05,-0.849877,0.0200368,-5.09752e-05,0.850047,-0.0223021,8.41131e-05,-0.850002,0.0218796,
4585.72,9.03983e-05,0.847696,-0.0213341,-8.28653e-05,-0.847535,0.0193135,-4.91351e-05,0.847699,-0.021497,8.10767e-05,-0.847655,0.0210898,
4585.72,8.70569e-05,0.845378,-0.0205456,-7.98023e-05,-0.845224,0.0185996,-4.73189e-05,0.845381,-0.0207024,7.80798e-05,-0.845339,0.0203102,
4585.72,8.3712e-05,0.843058,-0.0197561,-7.67361e-05,-0.84291,0.017885,-4.55008e-05,0.843061,-0.019907,7.50798e-05,-0.843021,0.0195298,
4585.73,8.03603e-05,0.840734,-0.0189651,-7.36638e-05,-0.840591,0.0171689,-4.3679e-05,0.840736,-0.0191099,7.20737e-05,-0.840698,0.0187479,
4585.73,7.70197e-05,0.838417,-0.0181768,-7.06015e-05,-0.83828,0.0164552,-4.18633e-05,0.838419,-0.0183155,6.90776e-05,-0.838383,0.0179685,
4585.74,7.3659e-05,0.836086,-0.0173836,-6.75209e-05,-0.835956,0.0157372,-4.00366e-05,0.836088,-0.0175163,6.60635e-05,-0.836053,0.0171845,
4585.74,7.03211e-05,0.833771,-0.0165959,-6.44611e-05,-0.833646,0.015024,-3.82223e-05,0.833773,-0.0167226,6.30697e-05,-0.83374,0.0164058,
4585.74,6.70105e-05,0.831475,-0.0158146,-6.14265e-05,-0.831356,0.0143168,-3.64229e-05,0.831477,-0.0159353,6.01006e-05,-0.831445,0.0156334,
4585.75,6.36283e-05,0.829129,-0.0150164,-5.83261e-05,-0.829017,0.0135941,-3.45845e-05,0.829131,-0.015131,5.70671e-05,-0.829101,0.0148444,
4585.75,6.02696e-05,0.8268,-0.0142237,-5.52473e-05,-0.826693,0.0128766,-3.27589e-05,0.826802,-0.0143323,5.40548e-05,-0.826773,0.0140608,
4585.76,5.6939e-05,0.82449,-0.0134377,-5.21942e-05,-0.824389,0.012165,-3.09486e-05,0.824492,-0.0135403,5.10676e-05,-0.824465,0.0132838,
4585.76,5.3588e-05,0.822166,-0.0126468,-4.91224e-05,-0.822071,0.011449,-2.91272e-05,0.822168,-0.0127434,4.80621e-05,-0.822142,0.012502,
4585.76,5.02766e-05,0.819869,-0.0118653,-4.6087e-05,-0.81978,0.0107416,-2.73273e-05,0.819871,-0.0119559,4.50922e-05,-0.819847,0.0117294,
4585.77,4.69105e-05,0.817535,-0.0110709,-4.30014e-05,-0.817452,0.0100224,-2.54977e-05,0.817536,-0.0111555,4.20732e-05,-0.817514,0.0109441,
4585.77,4.35826e-05,0.815227,-0.0102856,-3.99508e-05,-0.815149,0.00931139,-2.36889e-05,0.815228,-0.0103641,3.90885e-05,-0.815207,0.0101677,
4585.78,4.02386e-05,0.812907,-0.00949636,-3.68854e-05,-0.812836,0.00859694,-2.18713e-05,0.812909,-0.00956885,3.60893e-05,-0.812889,0.00938758,
4585.78,3.68931e-05,0.810587,-0.00870683,-3.38188e-05,-0.810522,0.00788219,-2.00529e-05,0.810588,-0.0087733,3.30888e-05,-0.810571,0.0086071,
4585.78,3.35424e-05,0.808263,-0.00791606,-3.07473e-05,-0.808204,0.00716632,-1.82316e-05,0.808264,-0.00797649,3.00836e-05,-0.808248,0.00782538,
4585.79,3.01977e-05,0.805944,-0.0071267,-2.76813e-05,-0.80589,0.00645172,-1.64137e-05,0.805945,-0.00718111,2.70838e-05,-0.80593,0.00704507,
4585.79,2.679e-05,0.80358,-0.00632247,-2.45575e-05,-0.803533,0.00572366,-1.45614e-05,0.803581,-0.00637073,2.40275e-05,-0.803568,0.00625005,
4585.8,2.34754e-05,0.801281,-0.00554023,-2.15192e-05,-0.80124,0.0050155,-1.27598e-05,0.801282,-0.00558252,2.10547e-05,-0.801271,0.00547677,
4585.8,2.01379e-05,0.798967,-0.00475257,-1.84598e-05,-0.798931,0.00430244,-1.09457e-05,0.798967,-0.00478885,1.80613e-05,-0.798958,0.00469813,
4585.8,1.68118e-05,0.79666,-0.0039676,-1.54108e-05,-0.79663,0.00359182,-9.13786e-06,0.79666,-0.00399789,1.50782e-05,-0.796652,0.00392215,
4585.81,1.3433e-05,0.794316,-0.0031702,-1.23136e-05,-0.794293,0.00286994,-7.30134e-06,0.794317,-0.0031944,1.20478e-05,-0.79431,0.00313388,
4585.81,1.00845e-05,0.791994,-0.00237996,-9.24415e-06,-0.791976,0.00215455,-5.48133e-06,0.791994,-0.00239813,9.04462e-06,-0.79199,0.0023527,
4585.82,6.77481e-06,0.789699,-0.00159886,-6.21025e-06,-0.789687,0.00144743,-3.68238e-06,0.789699,-0.00161107,6.0762e-06,-0.789696,0.00158055,
4585.82,3.3942e-06,0.787354,-0.000801036,-3.11136e-06,-0.787348,0.000725169,-1.84488e-06,0.787354,-0.000807151,3.0442e-06,-0.787353,0.000791861,
4585.82,5.03434e-08,0.785035,-1.18811e-05,-4.61482e-08,-0.785035,1.07558e-05,-2.73636e-08,0.785035,-1.19718e-05,4.51521e-08,-0.785035,1.1745e-05,
4585.83,-3.29407e-06,0.782715,0.000777405,3.01957e-06,-0.782721,-0.000703776,1.79046e-06,0.782715,0.00078334,-2.95439e-06,-0.782717,-0.0007685,
4585.83,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.84,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.85,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.85,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.86,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.87,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.87,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.88,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.89,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.89,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.9,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.91,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.91,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.92,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.93,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.93,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.94,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.95,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.95,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.96,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.97,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.97,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.98,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.99,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4585.99,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.01,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.01,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.02,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.03,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.03,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.04,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.05,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.05,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.06,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.07,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.07,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.08,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.08,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.08,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.09,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.09,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.1,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.1,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.1,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.11,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.11,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.12,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.12,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.12,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.13,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.13,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.14,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.14,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.14,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.15,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.15,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
4586.16,0.0629893,1.0044,-0.288035,-0.0629833,-0.964583,0.248207,-0.0629907,0.953463,-0.288024,0.062982,-0.953474,0.288032,
